##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	0865.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	40209786
Sequences flagged as poor quality	0
Sequence length	35-76
%GC	41
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.13093946831749	32.0	32.0	32.0	32.0	32.0
2	31.344814841839746	32.0	32.0	32.0	32.0	32.0
3	31.454008036750057	32.0	32.0	32.0	32.0	32.0
4	31.500651085285558	32.0	32.0	32.0	32.0	32.0
5	31.527887663963195	32.0	32.0	32.0	32.0	32.0
6	34.92940206147827	36.0	36.0	36.0	36.0	36.0
7	34.91224758072575	36.0	36.0	36.0	32.0	36.0
8	34.907263445769146	36.0	36.0	36.0	32.0	36.0
9	34.91391401585674	36.0	36.0	36.0	32.0	36.0
10-11	34.92266683538182	36.0	36.0	36.0	36.0	36.0
12-13	34.93738959466235	36.0	36.0	36.0	36.0	36.0
14-15	34.937887446105776	36.0	36.0	36.0	36.0	36.0
16-17	34.92722086359773	36.0	36.0	36.0	36.0	36.0
18-19	34.916584870658106	36.0	36.0	36.0	36.0	36.0
20-21	34.90441993399318	36.0	36.0	36.0	32.0	36.0
22-23	34.8755617848849	36.0	36.0	36.0	32.0	36.0
24-25	34.83006656638262	36.0	36.0	36.0	32.0	36.0
26-27	34.7536753863848	36.0	36.0	36.0	32.0	36.0
28-29	34.7141797645976	36.0	36.0	36.0	32.0	36.0
30-31	34.68091367111479	36.0	36.0	36.0	32.0	36.0
32-33	34.646743531537325	36.0	36.0	36.0	32.0	36.0
34-35	34.60899498445478	36.0	36.0	36.0	32.0	36.0
36-37	34.57254571785542	36.0	36.0	36.0	32.0	36.0
38-39	34.53685616848159	36.0	36.0	36.0	32.0	36.0
40-41	34.50458014171775	36.0	36.0	36.0	32.0	36.0
42-43	34.4686595416011	36.0	36.0	36.0	32.0	36.0
44-45	34.43507428647031	36.0	36.0	36.0	32.0	36.0
46-47	34.39575812412407	36.0	36.0	36.0	32.0	36.0
48-49	34.35256062869895	36.0	36.0	36.0	32.0	36.0
50-51	34.30810673423232	36.0	36.0	36.0	32.0	36.0
52-53	34.263208764136486	36.0	36.0	36.0	32.0	36.0
54-55	34.20675762215063	36.0	36.0	36.0	32.0	36.0
56-57	34.1397467233096	36.0	36.0	36.0	32.0	36.0
58-59	34.08186530739536	36.0	36.0	36.0	32.0	36.0
60-61	34.02894882821198	36.0	36.0	36.0	32.0	36.0
62-63	33.97222167136488	36.0	36.0	36.0	32.0	36.0
64-65	33.89429254874577	36.0	36.0	36.0	32.0	36.0
66-67	33.824155505828024	36.0	36.0	36.0	32.0	36.0
68-69	33.765318681543604	36.0	36.0	36.0	29.5	36.0
70-71	33.70252722208704	36.0	36.0	36.0	27.0	36.0
72-73	33.64484804190088	36.0	36.0	36.0	27.0	36.0
74-75	33.581473874087855	36.0	36.0	36.0	27.0	36.0
76	32.760909543938745	36.0	32.0	36.0	14.0	36.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
11101	1	0.10470152919791431
11101	2	0.11955077236445888
11101	3	0.113354490481683
11101	4	0.019725994198111607
11101	5	0.07477445085260115
11101	6	0.22187403478037027
11101	7	0.23108881468392894
11101	8	0.21576019453102901
11101	9	0.2582492859533403
11101	10-11	0.2240932773261619
11101	12-13	0.22475988313537698
11101	14-15	0.18556898960863322
11101	16-17	0.27347276090367956
11101	18-19	0.20780369693368783
11101	20-21	0.24026058358643354
11101	22-23	0.25387507592751035
11101	24-25	0.25341125266504605
11101	26-27	0.30747924401448756
11101	28-29	0.3474324797224426
11101	30-31	0.2862079429681188
11101	32-33	0.3071245303330201
11101	34-35	0.27262424544566244
11101	36-37	0.28738905667865566
11101	38-39	0.29120452014688425
11101	40-41	0.26827949626489556
11101	42-43	0.2717612225366963
11101	44-45	0.3531048427515131
11101	46-47	0.2917855579386526
11101	48-49	0.3102798883576412
11101	50-51	0.343777373649381
11101	52-53	0.2401603419684335
11101	54-55	0.2937427002292168
11101	56-57	0.3546801426516879
11101	58-59	0.371618102595761
11101	60-61	0.38395028739314085
11101	62-63	0.3873438802364646
11101	64-65	0.45543623140018497
11101	66-67	0.4618999844590377
11101	68-69	0.35352580227399244
11101	70-71	0.3941675520869694
11101	72-73	0.4522874792669924
11101	74-75	0.39403950613831284
11101	76	0.5778992747065601
11102	1	0.16890680137268532
11102	2	0.08272078383993176
11102	3	0.1032752442466709
11102	4	0.09792889292720375
11102	5	0.12014729891396314
11102	6	0.16447140660389437
11102	7	0.2350601944019317
11102	8	0.26642617877806885
11102	9	0.23945349122811166
11102	10-11	0.21647474918706422
11102	12-13	0.22704797941626254
11102	14-15	0.2436664223511329
11102	16-17	0.2580104896827038
11102	18-19	0.1981079054651289
11102	20-21	0.21450166242364332
11102	22-23	0.16422316952115779
11102	24-25	0.24114433490922238
11102	26-27	0.27680874550140544
11102	28-29	0.2855415164297739
11102	30-31	0.2654845226270055
11102	32-33	0.26969913278281865
11102	34-35	0.30296269059194714
11102	36-37	0.3183514094030073
11102	38-39	0.2877068469309947
11102	40-41	0.305825854217062
11102	42-43	0.2660792742250635
11102	44-45	0.32437967785046595
11102	46-47	0.3296583843864056
11102	48-49	0.34856268010508273
11102	50-51	0.37600724837903243
11102	52-53	0.3553068063267517
11102	54-55	0.3149391012016878
11102	56-57	0.3546846874693017
11102	58-59	0.25304493242980186
11102	60-61	0.38564963207485903
11102	62-63	0.3828077676574182
11102	64-65	0.3304805934786472
11102	66-67	0.2855014730309122
11102	68-69	0.43340061359662485
11102	70-71	0.33204717488803226
11102	72-73	0.3860664674286838
11102	74-75	0.4202978527058576
11102	76	0.5275662833628871
11103	1	0.10258137553847035
11103	2	0.10109429951324955
11103	3	0.1351025268832018
11103	4	0.09925911174630642
11103	5	0.15029645868600383
11103	6	0.19774564694787244
11103	7	0.23150962408465148
11103	8	0.22481088946661032
11103	9	0.2931435055182732
11103	10-11	0.26197542235838256
11103	12-13	0.2421587975142785
11103	14-15	0.2099817135331179
11103	16-17	0.27228722654798787
11103	18-19	0.22012502868181372
11103	20-21	0.23584382877364618
11103	22-23	0.2279440424397663
11103	24-25	0.23325231062559482
11103	26-27	0.24284430651383815
11103	28-29	0.29586438900282985
11103	30-31	0.308847797428939
11103	32-33	0.3005727825074018
11103	34-35	0.31428932076317295
11103	36-37	0.3213345758015933
11103	38-39	0.2933485954938817
11103	40-41	0.31712232890377834
11103	42-43	0.3333908064535791
11103	44-45	0.2813989533631016
11103	46-47	0.31452822095615574
11103	48-49	0.29003911865749643
11103	50-51	0.354249353689859
11103	52-53	0.35430279057568725
