##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	0864.T.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	33773874
Sequences flagged as poor quality	0
Sequence length	36-76
%GC	40
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	32.000010540691896	32.0	32.0	32.0	32.0	32.0
2	31.43762533726513	32.0	32.0	32.0	32.0	32.0
3	31.51208937417129	32.0	32.0	32.0	32.0	32.0
4	31.55641354616293	32.0	32.0	32.0	32.0	32.0
5	31.689276894915874	32.0	32.0	32.0	32.0	32.0
6	35.00197661660015	36.0	36.0	36.0	36.0	36.0
7	34.99011209078355	36.0	36.0	36.0	36.0	36.0
8	34.98855988507567	36.0	36.0	36.0	36.0	36.0
9	34.99800857905729	36.0	36.0	36.0	36.0	36.0
10-11	35.005227709441925	36.0	36.0	36.0	36.0	36.0
12-13	35.019240093688985	36.0	36.0	36.0	36.0	36.0
14-15	35.02362031373718	36.0	36.0	36.0	36.0	36.0
16-17	35.01436755522923	36.0	36.0	36.0	36.0	36.0
18-19	35.00823045943737	36.0	36.0	36.0	36.0	36.0
20-21	34.997867227194604	36.0	36.0	36.0	36.0	36.0
22-23	34.97522053584969	36.0	36.0	36.0	36.0	36.0
24-25	34.93650513707726	36.0	36.0	36.0	36.0	36.0
26-27	34.884664992828476	36.0	36.0	36.0	32.0	36.0
28-29	34.85750179265784	36.0	36.0	36.0	32.0	36.0
30-31	34.83158676141209	36.0	36.0	36.0	32.0	36.0
32-33	34.80483299013906	36.0	36.0	36.0	32.0	36.0
34-35	34.77643786140732	36.0	36.0	36.0	32.0	36.0
36-37	34.754822315371975	36.0	36.0	36.0	32.0	36.0
38-39	34.74072330554658	36.0	36.0	36.0	32.0	36.0
40-41	34.72592251715673	36.0	36.0	36.0	32.0	36.0
42-43	34.70883230129168	36.0	36.0	36.0	32.0	36.0
44-45	34.69453978193749	36.0	36.0	36.0	32.0	36.0
46-47	34.67792224958335	36.0	36.0	36.0	32.0	36.0
48-49	34.65992530067639	36.0	36.0	36.0	32.0	36.0
50-51	34.63760584610339	36.0	36.0	36.0	32.0	36.0
52-53	34.615478236282826	36.0	36.0	36.0	32.0	36.0
54-55	34.58522853227365	36.0	36.0	36.0	32.0	36.0
56-57	34.54723671066857	36.0	36.0	36.0	32.0	36.0
58-59	34.51768270380627	36.0	36.0	36.0	32.0	36.0
60-61	34.48774037222472	36.0	36.0	36.0	32.0	36.0
62-63	34.452050196807505	36.0	36.0	36.0	32.0	36.0
64-65	34.401822427726735	36.0	36.0	36.0	32.0	36.0
66-67	34.3590554324592	36.0	36.0	36.0	32.0	36.0
68-69	34.32717847404763	36.0	36.0	36.0	32.0	36.0
70-71	34.298783295189665	36.0	36.0	36.0	32.0	36.0
72-73	34.323990169994595	36.0	36.0	36.0	32.0	36.0
74-75	34.69437776568386	36.0	36.0	36.0	32.0	36.0
76	35.45595976488545	36.0	36.0	36.0	32.0	36.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
11101	1	-8.118062616802035E-6
11101	2	0.06300190935460392
11101	3	0.037986619836548385
11101	4	0.04450082307770842
11101	5	0.07526419620443647
11101	6	0.17469015726273085
11101	7	0.2094263308994897
11101	8	0.2110722818444657
11101	9	0.1376095943493567
11101	10-11	0.19915564834806787
11101	12-13	0.1637514491958001
11101	14-15	0.19069519663952406
11101	16-17	0.20413261690022466
11101	18-19	0.1749419024516925
11101	20-21	0.16512426842751893
11101	22-23	0.2540039878211715
11101	24-25	0.19902121939865935
11101	26-27	0.24980968129474235
11101	28-29	0.2692878445474278
11101	30-31	0.20217435690137364
11101	32-33	0.2294391884643332
11101	34-35	0.23850904293114894
11101	36-37	0.2653066541054159
11101	38-39	0.2368122636513732
11101	40-41	0.24140492383965295
11101	42-43	0.29344708381308493
11101	44-45	0.2187583863197915
11101	46-47	0.29191126031506087
11101	48-49	0.2582154041277107
11101	50-51	0.2839074706545972
11101	52-53	0.2564676600782221
11101	54-55	0.2656181281233003
11101	56-57	0.3011613997524307
11101	58-59	0.28773720462300645
11101	60-61	0.3102797949424456
11101	62-63	0.3405670666793412
11101	64-65	0.40656196480063045
11101	66-67	0.38431462559550056
11101	68-69	0.34687055363651353
11101	70-71	0.34809722162420087
11101	72-73	0.317687826527866
11101	74-75	0.3422189463906804
11101	76	0.12167120628686945
11102	1	-8.118062616802035E-6
11102	2	0.14720548744901762
11102	3	0.11038859400992962
11102	4	0.08917547394289471
11102	5	0.12505991250615978
11102	6	0.1522371595844021
11102	7	0.23674913328488856
11102	8	0.2322576583941398
11102	9	0.3176734401180141
11102	10-11	0.21858434948057948
11102	12-13	0.26134196375552676
11102	14-15	0.21664599151870334
11102	16-17	0.22597288993604536
11102	18-19	0.22816893365506274
11102	20-21	0.2168345674619303
11102	22-23	0.19807979218428073
11102	24-25	0.19497224821460435
11102	26-27	0.190974142633209
11102	28-29	0.2095864869554802
11102	30-31	0.22011648473959866
11102	32-33	0.20257537633199973
11102	34-35	0.29730702525817065
11102	36-37	0.3038706068467718
11102	38-39	0.29561178776717156
11102	40-41	0.2995159249067285
11102	42-43	0.2883218261822691
11102	44-45	0.31292531093346554
11102	46-47	0.2846762793715101
11102	48-49	0.3486018238344215
11102	50-51	0.3162721008206404
11102	52-53	0.32451127493569487
11102	54-55	0.31560592904720863
11102	56-57	0.3423544321194285
11102	58-59	0.27895077771541565
11102	60-61	0.3555272713916793
11102	62-63	0.38485755655604237
11102	64-65	0.23977627074975771
11102	66-67	0.25602992758899035
11102	68-69	0.31205168930124216
11102	70-71	0.30342669795511057
11102	72-73	0.3544859145607262
11102	74-75	0.35468841087450187
11102	76	0.03403137094952058
11103	1	-8.118062616802035E-6
11103	2	0.08001557160223527
11103	3	0.0557924636172622
11103	4	0.033574369885222666
11103	5	0.10237008425053062
11103	6	0.12566080706353944
11103	7	0.20914273234899383
11103	8	0.25398503777715575
11103	9	0.20200981717679412
11103	10-11	0.22699822989515894
11103	12-13	0.21055318154779457
11103	14-15	0.1623240251574316
11103	16-17	0.18538288261756009
11103	18-19	0.19999187294143894
11103	20-21	0.19049050506975362
