##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	1175.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	2456012
Sequences flagged as poor quality	0
Sequence length	57-76
%GC	40
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.37319402348197	32.0	32.0	32.0	32.0	32.0
2	31.584713348306117	32.0	32.0	32.0	32.0	32.0
3	31.60756665684044	32.0	32.0	32.0	32.0	32.0
4	31.674936034514488	32.0	32.0	32.0	32.0	32.0
5	31.665834287454622	32.0	32.0	32.0	32.0	32.0
6	35.26852393229349	36.0	36.0	36.0	36.0	36.0
7	35.20879254661622	36.0	36.0	36.0	36.0	36.0
8	35.21165816779397	36.0	36.0	36.0	36.0	36.0
9	35.20081090809003	36.0	36.0	36.0	36.0	36.0
10-11	35.19520649736239	36.0	36.0	36.0	36.0	36.0
12-13	35.183874508756475	36.0	36.0	36.0	36.0	36.0
14-15	35.14371306003391	36.0	36.0	36.0	36.0	36.0
16-17	35.15704178155481	36.0	36.0	36.0	36.0	36.0
18-19	35.138693947749445	36.0	36.0	36.0	36.0	36.0
20-21	35.117897428839925	36.0	36.0	36.0	36.0	36.0
22-23	35.06901798525415	36.0	36.0	36.0	36.0	36.0
24-25	35.05206794592209	36.0	36.0	36.0	36.0	36.0
26-27	34.97163165326553	36.0	36.0	36.0	36.0	36.0
28-29	34.940742553375145	36.0	36.0	36.0	36.0	36.0
30-31	34.90805908114456	36.0	36.0	36.0	36.0	36.0
32-33	34.86007967387781	36.0	36.0	36.0	36.0	36.0
34-35	34.81803895909303	36.0	36.0	36.0	32.0	36.0
36-37	34.79553214723707	36.0	36.0	36.0	32.0	36.0
38-39	34.76600989734578	36.0	36.0	36.0	32.0	36.0
40-41	34.724486891757856	36.0	36.0	36.0	32.0	36.0
42-43	34.67198735185333	36.0	36.0	36.0	32.0	36.0
44-45	34.62366816611645	36.0	36.0	36.0	32.0	36.0
46-47	34.61460102800801	36.0	36.0	36.0	32.0	36.0
48-49	34.54910664117276	36.0	36.0	36.0	32.0	36.0
50-51	34.487774896865325	36.0	36.0	36.0	32.0	36.0
52-53	34.403898474437426	36.0	36.0	36.0	32.0	36.0
54-55	34.33419401045272	36.0	36.0	36.0	32.0	36.0
56-57	34.255560640583184	36.0	36.0	36.0	32.0	36.0
58-59	34.20800985826203	36.0	36.0	36.0	32.0	36.0
60-61	34.14027630180659	36.0	36.0	36.0	32.0	36.0
62-63	34.07993416251094	36.0	36.0	36.0	32.0	36.0
64-65	34.0090392703363	36.0	36.0	36.0	32.0	36.0
66-67	33.931073953638105	36.0	36.0	36.0	32.0	36.0
68-69	33.886179444182986	36.0	36.0	36.0	32.0	36.0
70-71	33.805720420727965	36.0	36.0	36.0	29.5	36.0
72-73	33.71640099976777	36.0	36.0	36.0	27.0	36.0
74-75	33.65293242787915	36.0	36.0	36.0	27.0	36.0
76	32.48097317813104	36.0	32.0	36.0	14.0	36.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
11101	1	0.17358241312049572
11101	2	-0.10783120376448707
11101	3	0.015165981178910215
11101	4	-0.03953775496168177
11101	5	0.15012451029648943
11101	6	0.2932519146841699
11101	7	0.30790984585535597
11101	8	0.3401713893792504
11101	9	0.3520270021839593
11101	10-11	0.09826309135462452
11101	12-13	0.30189391713714286
11101	14-15	0.20554933226493688
11101	16-17	0.1073317524144457
11101	18-19	0.23617063128042304
11101	20-21	0.16628002001422004
11101	22-23	0.21609584772458845
11101	24-25	0.13000558040803867
11101	26-27	0.2698710621545857
11101	28-29	0.20667907803044727
11101	30-31	0.2953199494862915
11101	32-33	0.2538077583651983
11101	34-35	0.3866809778360789
11101	36-37	0.3615290956085033
11101	38-39	0.27411908805795804
11101	40-41	0.09097013556817757
11101	42-43	0.32451770062854735
11101	44-45	0.34214527909201564
11101	46-47	0.5268022972072828
11101	48-49	0.3552556180065807
11101	50-51	0.2948824034519717
11101	52-53	0.47147986627881266
11101	54-55	0.24388320728232316
11101	56-57	0.6467067363370376
11101	58-59	0.4099362460735705
11101	60-61	0.30383172241170797
11101	62-63	0.1898049475914192
11101	64-65	0.4327986326483497
11101	66-67	0.5146439454024758
11101	68-69	0.6497403427125121
11101	70-71	0.340594530187488
11101	72-73	0.6072494792359535
11101	74-75	0.4017864996981615
11101	76	0.040300055801402834
11102	1	0.020520710743724635
11102	2	0.019563129451764638
11102	3	0.0671066204483175
11102	4	0.11323124164293219
11102	5	-0.04613763699305551
11102	6	0.05983662373463261
11102	7	0.22499508177620697
11102	8	0.22985643796840804
11102	9	0.09124079447994404
11102	10-11	0.39094398352181514
11102	12-13	0.18569411617706777
11102	14-15	0.3357521773650447
11102	16-17	0.18040574843364965
11102	18-19	0.16291076709590868
11102	20-21	0.22221462954471605
11102	22-23	0.22587514757238125
11102	24-25	0.3921001829135946
11102	26-27	0.4062339002297577
11102	28-29	0.296198747858341
11102	30-31	0.34713179821595475
11102	32-33	0.292946910689281
11102	34-35	0.3521621861255113
11102	36-37	0.2946136290355028
11102	38-39	0.44501388960344457
11102	40-41	0.2477243212607192
11102	42-43	0.40489177860536074
11102	44-45	0.486661436450639
11102	46-47	0.43170219183320313
11102	48-49	0.3486111969786023
11102	50-51	0.4405781650723952
11102	52-53	0.5076129303228356
11102	54-55	0.3360957702140652
11102	56-57	0.4828076027461208
11102	58-59	0.559343516884951
11102	60-61	0.48684893351111924
11102	62-63	0.5372291367964337
11102	64-65	0.41495089819102304
11102	66-67	0.4105094763707484
11102	68-69	0.5950028997901384
11102	70-71	0.4619108280448785
11102	72-73	0.8012181321325258
11102	74-75	0.4393695319529485
11102	76	0.38242894705309993
11103	1	-0.07259822305317343
11103	2	0.17378593113219054
11103	3	0.0970501232731742
11103	4	0.16930830958440524
11103	5	-0.05475707781588923
11103	6	0.09954399734031227
11103	7	0.32311184260483117
11103	8	0.07033159369780151
11103	9	0.1327734614363365
11103	10-11	0.18268670407810106
11103	12-13	0.1945018809170307
11103	14-15	0.34031541074183735
11103	16-17	0.1513821355117244
11103	18-19	0.17576025282674834
11103	20-21	0.1278571038312606
11103	22-23	0.2615625298699342
11103	24-25	0.2595853342970571
11103	26-27	0.1531482852797339
11103	28-29	0.4375503341251772
11103	30-31	0.24592942243729965
11103	32-33	0.16546610524237337
11103	34-35	0.41267935257488375
11103	36-37	0.28293030294540245
11103	38-39	0.3297813819980604
11103	40-41	0.3540331724848258
11103	42-43	0.30098043571096866
11103	44-45	0.26714818134416163
11103	46-47	0.1483253991343787
11103	48-49	0.03691338443333336
11103	50-51	0.49046227343108484
11103	52-53	0.13813589135426696
11103	54-55	0.47891048845251305
11103	56-57	0.581815280567362
11103	58-59	0.44539306056161365
11103	60-61	0.4799171647149407
11103	62-63	0.6566844460822452
11103	64-65	0.5113655005378348
11103	66-67	0.437504985569646
11103	68-69	0.3724040297336373
11103	70-71	0.2376117885850917
11103	72-73	0.41741022162262453
11103	74-75	0.6382976915005756
11103	76	0.6570106939089939
11104	1	0.12908516216532107
11104	2	0.09982651685800903
11104	3	0.15384131432586656
11104	4	0.22318240159409086
11104	5	0.21261868604898027
11104	6	0.14666725342240738
11104	7	0.22624224730908793
11104	8	0.27361188886671783
11104	9	0.25808188989246617
11104	10-11	0.28427208399277504
11104	12-13	0.28504436909874187
11104	14-15	0.2636694981395067
11104	16-17	0.3199051379330342
11104	18-19	0.3009187908182156
11104	20-21	0.285985779030149
11104	22-23	0.32134000018008635
11104	24-25	0.34140246793016615
11104	26-27	0.3116891592564457
11104	28-29	0.26191041714143637
11104	30-31	0.4122242454512559
11104	32-33	0.41466765026716246
11104	34-35	0.3071334053824444
11104	36-37	0.4175117626479192
11104	38-39	0.3419657472695903
11104	40-41	0.2539034595827161
11104	42-43	0.6758363102641738
11104	44-45	0.4410701230021843
11104	46-47	0.5097372520111207
11104	48-49	0.48357543908569767
11104	50-51	0.6144879854107899
11104	52-53	0.4350026041410757
11104	54-55	0.46969510738482967
