##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	1185.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	4423784
Sequences flagged as poor quality	0
Sequence length	35-76
%GC	50
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.85459710510278	32.0	32.0	32.0	32.0	32.0
2	30.937276322713767	32.0	32.0	32.0	32.0	32.0
3	31.237884580259795	32.0	32.0	32.0	32.0	32.0
4	31.435187387087616	32.0	32.0	32.0	32.0	32.0
5	31.39454751859494	32.0	32.0	32.0	32.0	32.0
6	34.80139468834825	36.0	36.0	36.0	32.0	36.0
7	34.74519144696034	36.0	36.0	36.0	32.0	36.0
8	34.62953864836077	36.0	36.0	36.0	32.0	36.0
9	34.88645512529545	36.0	36.0	36.0	32.0	36.0
10-11	34.76440859228208	36.0	36.0	36.0	32.0	36.0
12-13	34.744908544359305	36.0	36.0	36.0	32.0	36.0
14-15	34.670939629963854	36.0	36.0	36.0	32.0	36.0
16-17	34.65188817989305	36.0	36.0	36.0	32.0	36.0
18-19	34.64063457890349	36.0	36.0	36.0	32.0	36.0
20-21	34.61151991146042	36.0	36.0	36.0	32.0	36.0
22-23	34.546987036437585	36.0	36.0	36.0	32.0	36.0
24-25	34.49674882408364	36.0	36.0	36.0	32.0	36.0
26-27	34.35508503579741	36.0	36.0	36.0	32.0	36.0
28-29	34.28661661600114	36.0	36.0	36.0	32.0	36.0
30-31	34.250823277085864	36.0	36.0	36.0	32.0	36.0
32-33	34.18466396641428	36.0	36.0	36.0	32.0	36.0
34-35	34.12023236215873	36.0	36.0	36.0	32.0	36.0
36-37	34.07317695339071	36.0	36.0	36.0	32.0	36.0
38-39	34.024700076254476	36.0	36.0	36.0	32.0	36.0
40-41	33.98026545970178	36.0	36.0	36.0	32.0	36.0
42-43	33.89940328024777	36.0	36.0	36.0	32.0	36.0
44-45	33.79742522201528	36.0	36.0	36.0	32.0	36.0
46-47	33.77375369846901	36.0	36.0	36.0	32.0	36.0
48-49	33.69777702548035	36.0	36.0	36.0	27.0	36.0
50-51	33.62515742952827	36.0	36.0	36.0	27.0	36.0
52-53	33.503360852234366	36.0	36.0	36.0	27.0	36.0
54-55	33.38347532167072	36.0	36.0	36.0	21.0	36.0
56-57	33.25265165600655	36.0	36.0	36.0	21.0	36.0
58-59	33.196519937613914	36.0	36.0	36.0	21.0	36.0
60-61	33.11777862295318	36.0	36.0	36.0	21.0	36.0
62-63	33.02809370239716	36.0	36.0	36.0	17.5	36.0
64-65	32.923411289240555	36.0	36.0	36.0	14.0	36.0
66-67	32.80461031631638	36.0	32.0	36.0	14.0	36.0
68-69	32.77182841127221	36.0	32.0	36.0	14.0	36.0
70-71	32.672724942705884	36.0	32.0	36.0	14.0	36.0
72-73	32.551211116205955	36.0	32.0	36.0	14.0	36.0
74-75	32.39416973995397	36.0	32.0	36.0	14.0	36.0
76	30.582507046487446	36.0	32.0	36.0	14.0	36.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
11101	1	0.016885682359745857
11101	2	-0.15138156361781085
11101	3	-0.0972804288194773
11101	4	-0.11128124579198939
11101	5	-0.09337339886720031
11101	6	0.47234546290781765
11101	7	0.12219444639132604
11101	8	0.3273111753693527
11101	9	0.08422967443994622
11101	10-11	0.19381902794525985
11101	12-13	0.1754829188800855
11101	14-15	0.32228779927922346
11101	16-17	0.15269252591694737
11101	18-19	0.07530002130662439
11101	20-21	0.2301911301880608
11101	22-23	0.3869456490062717
11101	24-25	0.25741687231883503
11101	26-27	0.36855487976624346
11101	28-29	0.29062533923970335
11101	30-31	0.38014587799200683
11101	32-33	0.3495104464394174
11101	34-35	0.3279167734417072
11101	36-37	0.7726534793470492
11101	38-39	0.46002097285360577
11101	40-41	0.6817751684995059
11101	42-43	0.5746319524181445
11101	44-45	0.8294389753883564
11101	46-47	0.46433899316334504
11101	48-49	0.646071030981453
11101	50-51	0.8010421212051639
11101	52-53	0.7734132098605357
11101	54-55	0.6674166384179898
11101	56-57	0.7168222077859241
11101	58-59	0.9106628998949873
11101	60-61	0.4538364599151592
11101	62-63	0.6529075993128757
11101	64-65	0.6171817665940367
11101	66-67	0.8087403185075885
11101	68-69	0.6607490788124579
11101	70-71	0.8798050562451181
11101	72-73	1.300694962333715
11101	74-75	0.8564158718698494
11101	76	1.1405205958466489
11102	1	0.11094857091416088
11102	2	-0.09468942959516724
11102	3	0.20744439285449445
11102	4	0.0712984283131064
11102	5	9.185322891376302E-4
11102	6	0.25796567755345734
11102	7	0.09986279270373899
11102	8	0.027159025640933976
11102	9	0.1108272465883644
11102	10-11	0.07908913461366751
11102	12-13	0.442871751417222
11102	14-15	0.3143510641179148
11102	16-17	0.17477877681675125
11102	18-19	0.32043286601573584
11102	20-21	0.2915029716905764
11102	22-23	0.24199644738334314
11102	24-25	0.38604065348499006
11102	26-27	0.24545675137151335
11102	28-29	0.24306218892231612
11102	30-31	0.3733645809564692
11102	32-33	0.4546532708618969
11102	34-35	0.4572542677156477
11102	36-37	0.24122473046779902
11102	38-39	0.5980711674942967
11102	40-41	0.4671411404651522
11102	42-43	0.4984986729459564
11102	44-45	0.5480200472701213
11102	46-47	0.6401108445979986
11102	48-49	0.4945364832728032
11102	50-51	0.4673896806172806
11102	52-53	0.7025726062219135
11102	54-55	0.5678147774905113
11102	56-57	0.7282257460300485
11102	58-59	0.7946894773574087
11102	60-61	0.5204115020331272
11102	62-63	0.7413622140995031
11102	64-65	0.6260652480126367
11102	66-67	0.6357771714202514
11102	68-69	0.7997108793520482
11102	70-71	0.4802802379344371
11102	72-73	0.8213741647603072
11102	74-75	0.6891351517490634
11102	76	0.6616614158109968
11103	1	0.3297387897043791
11103	2	-0.007331521008211439
11103	3	-0.04790852590624439
11103	4	0.13009425526535878
11103	5	0.11595415849794577
11103	6	0.21569954869514874
11103	7	0.5218014911787492
11103	8	0.20118280999991356
11103	9	0.17906168214123142
11103	10-11	0.5147462602149346
11103	12-13	0.3135074509635345
11103	14-15	0.12994588879094948
11103	16-17	0.3287569768843426
11103	18-19	0.26823471814719824
11103	20-21	0.3301372763863313
11103	22-23	0.31550650972022254
11103	24-25	0.35423141008357106
11103	26-27	0.40023393477997615
11103	28-29	0.4230761014781379
11103	30-31	0.492927180267678
11103	32-33	0.5175599524836585
11103	34-35	0.4968825831819501
11103	36-37	0.45252644790773644
11103	38-39	0.28696723193308316
11103	40-41	0.3892875880765345
11103	42-43	0.46829167168723984
11103	44-45	0.4729027313803158
11103	46-47	0.6374669240391171
11103	48-49	0.3913461622311516
11103	50-51	0.5173703025884535
11103	52-53	0.6124345899818522
11103	54-55	0.5068416210799711
11103	56-57	0.6490712664308376
11103	58-59	0.40328169255649016
11103	60-61	0.5245747739883129
11103	62-63	0.9243418470943752
11103	64-65	0.7317325515280046
11103	66-67	0.7850160476351249
11103	68-69	0.6543523520690258
11103	70-71	0.8655853883494018
11103	72-73	0.9672615923956087
11103	74-75	0.7158819144080084
11103	76	1.3040293677764723
11104	1	-0.03330796746002562
11104	2	0.308376661706216
11104	3	0.12734952746551187
11104	4	0.1362454050247912
11104	5	0.20070014971781447
11104	6	0.21676125399608992
11104	7	0.11360866527314073
11104	8	0.27081719576968766
11104	9	0.40524451453504184
11104	10-11	0.30625767354691646
11104	12-13	0.3001670395948608
11104	14-15	0.24478616955302357
11104	16-17	0.37467657377337105
11104	18-19	0.2647125529424841
11104	20-21	0.25997245927770507
11104	22-23	0.25579822589099876
11104	24-25	0.36404123001498334
11104	26-27	0.24995586910591783
11104	28-29	0.20659186274611585
11104	30-31	0.248997016883024
11104	32-33	0.32835564162309794
11104	34-35	0.3107121373499879
11104	36-37	0.36644789151554136
11104	38-39	0.23391553032015366
11104	40-41	0.3766626648736988
11104	42-43	0.5524908885873572
11104	44-45	0.6116260182050581
11104	46-47	0.5148426587092416
11104	48-49	0.5070682811709872
11104	50-51	0.42456829855523637
11104	52-53	0.7766980610551499
11104	54-55	0.5496761307189288
11104	56-57	0.5727943987316024
11104	58-59	0.5554298502007526
11104	60-61	0.6549001991396537
11104	62-63	0.7767189376075905
11104	64-65	0.7885906045625433
11104	66-67	0.48112885948264505
11104	68-69	0.9094105928259637
11104	70-71	0.6935487623292076
11104	72-73	0.6043962337504283
11104	74-75	0.8787084554798881
11104	76	1.0111217211057522
11105	1	0.24143365464946598
11105	2	0.17923727665566958
11105	3	0.1556173782046848
11105	4	0.040876262093966886
11105	5	0.08543600994998002
11105	6	0.1776530153173752
11105	7	0.21750135735922527
11105	8	0.2166756953445983
11105	9	0.21584878638283556
11105	10-11	0.1946613917709641
11105	12-13	0.2761416228660778
11105	14-15	0.2536360907805033
11105	16-17	0.1764522796033532
11105	18-19	0.23101564380688444
11105	20-21	0.2329875328323041
11105	22-23	0.16184537658222808
11105	24-25	0.31989517649801513
11105	26-27	0.20597300162507537
11105	28-29	0.40835346607914147
11105	30-31	0.1998441740211021
11105	32-33	0.29689619436038583
11105	34-35	0.2425753189538824
11105	36-37	0.1583440321584888
11105	38-39	0.30775039563416584
11105	40-41	0.46006008321165837
11105	42-43	0.16010569973316535
11105	44-45	0.2504765358307566
11105	46-47	0.556683671210493
11105	48-49	0.4328532711061328
11105	50-51	0.48287836127347816
11105	52-53	0.3298763132855882
11105	54-55	0.4157035613476836
11105	56-57	0.34234710302663274
11105	58-59	0.7216642364397501
11105	60-61	0.7078851071247456
11105	62-63	0.5124455108921282
11105	64-65	0.6699899804604854
11105	66-67	0.5101450815937483
11105	68-69	0.5192775086129657
11105	70-71	0.43987180224988265
11105	72-73	0.5918449708691185
11105	74-75	0.719409851353376
11105	76	0.5664019705694869
11106	1	0.3011840111495978
11106	2	0.2928892079834675
11106	3	0.07704101245111517
11106	4	0.06204754406222435
11106	5	0.015714547085153185
11106	6	-0.07853903395125172
11106	7	0.33195502479596684
11106	8	0.16134578482769513
11106	9	0.17433131009242686
11106	10-11	0.3606437286682649
11106	12-13	0.285707969253437
11106	14-15	0.4193491066159538
11106	16-17	0.13365436069233994
11106	18-19	0.2910905866734623
11106	20-21	0.2768790820666851
11106	22-23	0.22970299758988943
11106	24-25	0.44956159200592793
11106	26-27	0.48988799580275355
11106	28-29	0.4336486295087596
11106	30-31	0.44974259483448265
11106	32-33	0.6075257362343649
11106	34-35	0.5613343092956811
11106	36-37	0.5345731054833607
11106	38-39	0.5667793661166414
11106	40-41	0.5904541148514184
11106	42-43	0.5956101840167705
11106	44-45	0.5600545541671238
11106	46-47	0.6024715053847629
11106	48-49	0.6758788270536726
11106	50-51	0.6101533709407008
11106	52-53	0.6983393015199582
11106	54-55	0.8380229829214585
11106	56-57	0.6973139970369289
11106	58-59	0.6228393914128105
11106	60-61	0.7389275816804926
11106	62-63	0.8320041191107777
11106	64-65	0.8572240696187663
11106	66-67	0.924072396598703
11106	68-69	0.8755975709448336
11106	70-71	1.1015579499252368
11106	72-73	0.9186604425408333
11106	74-75	0.9386460098905118
11106	76	0.9999110013595036
11107	1	0.19217265213823964
11107	2	0.1853763504706123
11107	3	0.1114078801513152
11107	4	0.1077872981353103
11107	5	0.04741741212135153
11107	6	0.08901100859878852
11107	7	0.43398262682357114
11107	8	0.43002617850808633
11107	9	0.1499020356631533
11107	10-11	0.3707855929768016
11107	12-13	0.20380530401743613
11107	14-15	0.4490393238061756
11107	16-17	0.409358594729909
11107	18-19	0.23426932151885893
11107	20-21	0.15004603856697685
11107	22-23	0.3910979298181587
11107	24-25	0.2676663267773378
11107	26-27	0.5164956474104017
11107	28-29	0.46667270419950313
11107	30-31	0.4734110560029521
11107	32-33	0.4436780098866393
11107	34-35	0.3771920626534424
11107	36-37	0.5404942817819531
11107	38-39	0.4681022893278808
11107	40-41	0.43928159887334317
11107	42-43	0.5494989431933561
11107	44-45	0.4577858250916975
11107	46-47	0.3464801126656667
11107	48-49	0.3135934303661543
11107	50-51	0.38437105908133873
11107	52-53	0.5505453421798947
11107	54-55	0.47649254948917985
11107	56-57	0.6527491899766673
11107	58-59	0.7707639067857883
11107	60-61	0.37151747602068497
11107	62-63	0.42655286843039164
11107	64-65	0.6343346521991649
11107	66-67	0.745464214364361
11107	68-69	0.5053628563464017
11107	70-71	0.5150812251690695
11107	72-73	0.7393035640714132
11107	74-75	1.0236209038028719
11107	76	0.7476596742261563
11108	1	0.27075085207566474
11108	2	0.279022007223066
11108	3	-0.0798263919891049
11108	4	0.1947534304088876
11108	5	-0.0616498361044755
11108	6	0.2627689299295284
11108	7	0.3202773820503637
11108	8	0.2923713126978811
11108	9	0.16491111863339825
11108	10-11	0.1418449303791789
11108	12-13	0.24787444355583688
11108	14-15	0.21302569701585128
11108	16-17	0.13931496222672735
11108	18-19	0.4331657445253114
11108	20-21	0.36649820081201767
11108	22-23	0.21714698564067447
11108	24-25	0.24890302726969793
