##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	1181.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	3743998
Sequences flagged as poor quality	0
Sequence length	35-76
%GC	47
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.036379292937657	32.0	32.0	32.0	32.0	32.0
2	31.189405816990288	32.0	32.0	32.0	32.0	32.0
3	31.386241659317125	32.0	32.0	32.0	32.0	32.0
4	31.518864059222253	32.0	32.0	32.0	32.0	32.0
5	31.498336537572936	32.0	32.0	32.0	32.0	32.0
6	34.942198419977785	36.0	36.0	36.0	36.0	36.0
7	34.91226304073881	36.0	36.0	36.0	36.0	36.0
8	34.799131302954756	36.0	36.0	36.0	32.0	36.0
9	35.008822120097285	36.0	36.0	36.0	36.0	36.0
10-11	34.9204417310052	36.0	36.0	36.0	34.0	36.0
12-13	34.90276290211693	36.0	36.0	36.0	34.0	36.0
14-15	34.84187571681395	36.0	36.0	36.0	32.0	36.0
16-17	34.837333513532855	36.0	36.0	36.0	32.0	36.0
18-19	34.83154745274971	36.0	36.0	36.0	32.0	36.0
20-21	34.814115552412154	36.0	36.0	36.0	32.0	36.0
22-23	34.758834539975716	36.0	36.0	36.0	32.0	36.0
24-25	34.72149891639899	36.0	36.0	36.0	32.0	36.0
26-27	34.610321506582	36.0	36.0	36.0	32.0	36.0
28-29	34.55778274988395	36.0	36.0	36.0	32.0	36.0
30-31	34.52728286713828	36.0	36.0	36.0	32.0	36.0
32-33	34.47608465602813	36.0	36.0	36.0	32.0	36.0
34-35	34.42275743737042	36.0	36.0	36.0	32.0	36.0
36-37	34.39454276105976	36.0	36.0	36.0	32.0	36.0
38-39	34.362046892967896	36.0	36.0	36.0	32.0	36.0
40-41	34.325244246154284	36.0	36.0	36.0	32.0	36.0
42-43	34.25553925080715	36.0	36.0	36.0	32.0	36.0
44-45	34.179840771126955	36.0	36.0	36.0	32.0	36.0
46-47	34.15805900193908	36.0	36.0	36.0	32.0	36.0
48-49	34.097091555258885	36.0	36.0	36.0	32.0	36.0
50-51	34.037837126272834	36.0	36.0	36.0	32.0	36.0
52-53	33.92542386595083	36.0	36.0	36.0	32.0	36.0
54-55	33.83488648516101	36.0	36.0	36.0	32.0	36.0
56-57	33.72416584978521	36.0	36.0	36.0	27.0	36.0
58-59	33.67434329453587	36.0	36.0	36.0	27.0	36.0
60-61	33.60655926865283	36.0	36.0	36.0	27.0	36.0
62-63	33.53403644014379	36.0	36.0	36.0	27.0	36.0
64-65	33.44951571338953	36.0	36.0	36.0	27.0	36.0
66-67	33.342125808806955	36.0	36.0	36.0	27.0	36.0
68-69	33.31770583198417	36.0	36.0	36.0	27.0	36.0
70-71	33.230142951124186	36.0	36.0	36.0	24.0	36.0
72-73	33.130319465614946	36.0	36.0	36.0	21.0	36.0
74-75	32.9982075729189	36.0	36.0	36.0	21.0	36.0
76	31.36779580849476	36.0	32.0	36.0	14.0	36.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
11101	1	-0.015640679469967722
11101	2	0.1475787687504635
11101	3	0.0023810006322904087
11101	4	0.04719136688332526
11101	5	0.10529292688225311
11101	6	0.12388574133651531
11101	7	0.1872575057824193
11101	8	0.16930805859598763
11101	9	0.16066121040567083
11101	10-11	0.0356732715459529
11101	12-13	0.33488824682982
11101	14-15	0.22833184030707088
11101	16-17	0.25320858439460636
11101	18-19	0.3930388494849808
11101	20-21	0.27067557334867587
11101	22-23	0.3843648223948932
11101	24-25	0.3529997759885859
11101	26-27	0.3464197587014368
11101	28-29	0.40599753536393735
11101	30-31	0.43154315282073696
11101	32-33	0.2434420916461022
11101	34-35	0.5613064950687416
11101	36-37	0.22611182122408024
11101	38-39	0.40284954329975164
11101	40-41	0.4665470973796033
11101	42-43	0.4960302099209315
11101	44-45	0.5309937851184969
11101	46-47	0.3512506661130601
11101	48-49	0.46684614705679195
11101	50-51	0.47892950478321694
11101	52-53	0.403070801256618
11101	54-55	0.49752183987342136
11101	56-57	0.4431902167609465
11101	58-59	0.49207534122897556
11101	60-61	0.38924091283871576
11101	62-63	0.5812078913526761
11101	64-65	0.5609230758178825
11101	66-67	0.7121411112922189
11101	68-69	0.6197773692487374
11101	70-71	0.6698635142813814
11101	72-73	0.6483365063997084
11101	74-75	0.6589728685945602
11101	76	0.8474429218940926
11102	1	0.28422928526090985
11102	2	-0.06208805838896936
11102	3	0.11124040555741033
11102	4	0.049713580151632186
11102	5	0.09428702427526758
11102	6	0.25520828113202043
11102	7	0.22953989947793474
11102	8	0.16807834880749795
11102	9	0.21386447358449345
11102	10-11	0.4135238434918236
11102	12-13	0.2706509547031004
11102	14-15	0.3617488113487113
11102	16-17	0.07860876335662681
11102	18-19	0.36485036898766054
11102	20-21	0.3599112956331112
11102	22-23	0.3098051631553247
11102	24-25	0.39203717486457634
11102	26-27	0.4452897338979298
11102	28-29	0.5344217538441285
11102	30-31	0.30798021261080066
11102	32-33	0.42957502065782904
11102	34-35	0.4757756005726108
11102	36-37	0.3551351961756808
11102	38-39	0.4376106772607855
11102	40-41	0.10652076716620229
11102	42-43	0.39558793824937766
11102	44-45	0.5500452373405764
11102	46-47	0.6011668459831938
11102	48-49	0.3697453114935527
11102	50-51	0.4475479351577363
11102	52-53	0.5407111366654433
11102	54-55	0.9153083678491356
11102	56-57	0.5705215870281961
11102	58-59	0.6941619864798909
11102	60-61	0.5487034636111758
11102	62-63	0.5814712466668723
11102	64-65	0.5770068612759189
11102	66-67	0.29679763995950026
11102	68-69	0.72966591776607
11102	70-71	0.7264384294972999
11102	72-73	0.7541835178185679
11102	74-75	0.6655404269985397
11102	76	1.0681130051034344
11103	1	0.09074042125692827
11103	2	0.19363795878161483
11103	3	0.20305078256375708
11103	4	0.08088814777636699
11103	5	0.20200632252088369
11103	6	0.1971567693738976
11103	7	0.2696406833525131
11103	8	0.25515437219931414
11103	9	0.357852279979916
11103	10-11	0.2799827211825061
11103	12-13	0.3216146227384371
11103	14-15	0.40643152878059396
11103	16-17	0.392686777541023
11103	18-19	0.35234570306754165
11103	20-21	0.250953351126455
11103	22-23	0.35831082447173657
