##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	1184.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	3005038
Sequences flagged as poor quality	0
Sequence length	35-76
%GC	47
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.976885483644466	32.0	32.0	32.0	32.0	32.0
2	31.07523665258143	32.0	32.0	32.0	32.0	32.0
3	31.333241709422644	32.0	32.0	32.0	32.0	32.0
4	31.487480025210996	32.0	32.0	32.0	32.0	32.0
5	31.471384388483607	32.0	32.0	32.0	32.0	32.0
6	34.89828281705589	36.0	36.0	36.0	36.0	36.0
7	34.864348803575865	36.0	36.0	36.0	32.0	36.0
8	34.74066384518266	36.0	36.0	36.0	32.0	36.0
9	34.98430402543995	36.0	36.0	36.0	36.0	36.0
10-11	34.88019968466289	36.0	36.0	36.0	34.0	36.0
12-13	34.87320426563657	36.0	36.0	36.0	32.0	36.0
14-15	34.802012320642866	36.0	36.0	36.0	32.0	36.0
16-17	34.7961296995246	36.0	36.0	36.0	32.0	36.0
18-19	34.789733108200295	36.0	36.0	36.0	32.0	36.0
20-21	34.77632728770817	36.0	36.0	36.0	32.0	36.0
22-23	34.71526899160676	36.0	36.0	36.0	32.0	36.0
24-25	34.67914349169628	36.0	36.0	36.0	32.0	36.0
26-27	34.55896198317625	36.0	36.0	36.0	32.0	36.0
28-29	34.501023281569154	36.0	36.0	36.0	32.0	36.0
30-31	34.47151167472757	36.0	36.0	36.0	32.0	36.0
32-33	34.41676378135651	36.0	36.0	36.0	32.0	36.0
34-35	34.36130591360242	36.0	36.0	36.0	32.0	36.0
36-37	34.315998964529754	36.0	36.0	36.0	32.0	36.0
38-39	34.288068537056645	36.0	36.0	36.0	32.0	36.0
40-41	34.240403713079495	36.0	36.0	36.0	32.0	36.0
42-43	34.1663086009413	36.0	36.0	36.0	32.0	36.0
44-45	34.09273437615614	36.0	36.0	36.0	32.0	36.0
46-47	34.062175559741824	36.0	36.0	36.0	32.0	36.0
48-49	34.00283322494431	36.0	36.0	36.0	32.0	36.0
50-51	33.939149636556536	36.0	36.0	36.0	32.0	36.0
52-53	33.818891181811246	36.0	36.0	36.0	32.0	36.0
54-55	33.72921972243425	36.0	36.0	36.0	27.0	36.0
56-57	33.61873836194769	36.0	36.0	36.0	27.0	36.0
58-59	33.56456840519941	36.0	36.0	36.0	27.0	36.0
60-61	33.49646955648579	36.0	36.0	36.0	27.0	36.0
62-63	33.42222379690263	36.0	36.0	36.0	27.0	36.0
64-65	33.32970418995522	36.0	36.0	36.0	27.0	36.0
66-67	33.22489787012299	36.0	36.0	36.0	21.0	36.0
68-69	33.199905276261916	36.0	36.0	36.0	21.0	36.0
70-71	33.105672157156725	36.0	36.0	36.0	21.0	36.0
72-73	32.99944007783948	36.0	36.0	36.0	21.0	36.0
74-75	32.87554394670721	36.0	32.0	36.0	14.0	36.0
76	31.194374079783262	36.0	32.0	36.0	14.0	36.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
11101	1	0.08152609901461716
11101	2	0.014560006344950693
11101	3	0.07717125922481927
11101	4	0.14948797301709504
11101	5	0.18074098434163943
11101	6	0.2097177505971075
11101	7	-0.04920926563985972
11101	8	0.21394486358173737
11101	9	0.2533591048373438
11101	10-11	0.40009854198286376
11101	12-13	0.2964570965994042
11101	14-15	0.3497266155277359
11101	16-17	0.46185555404903766
11101	18-19	0.13702670544792994
11101	20-21	0.21441386935170215
11101	22-23	0.2447365730568123
11101	24-25	0.24832967234069514
11101	26-27	0.1504456781829262
11101	28-29	0.22622336491585315
11101	30-31	0.3606944510948722
11101	32-33	0.18988383045103063
11101	34-35	0.08080407956093438
11101	36-37	0.20934378225575756
11101	38-39	0.2010666261813796
11101	40-41	0.15709836718733072
11101	42-43	0.23639807957484038
11101	44-45	0.3974038844944019
11101	46-47	0.23102068383767715
11101	48-49	0.4403447547768522
11101	50-51	0.22406299540134
11101	52-53	0.4490712899660423
11101	54-55	0.43723309799522525
11101	56-57	0.5811929466813268
11101	58-59	0.8371600152849155
11101	60-61	0.49092441474616066
11101	62-63	0.5836644597039751
11101	64-65	0.738607014550972
11101	66-67	0.6115240819308738
11101	68-69	0.6977220472981713
11101	70-71	0.6561136252264319
11101	72-73	0.3993271310807742
11101	74-75	0.47352527430648905
11101	76	0.663367795330764
11102	1	-0.09208345469697576
11102	2	-0.14923793041216982
11102	3	0.13517193202141087
11102	4	0.12543549488298567
11102	5	-0.06359631101606666
11102	6	0.2687836846630418
11102	7	0.3434796780694924
11102	8	0.29636244599932127
11102	9	0.2854571088741267
11102	10-11	0.1710113026915394
11102	12-13	0.25049667946550613
11102	14-15	0.39135590460599445
11102	16-17	0.1049649956278671
11102	18-19	0.07137297142685384
11102	20-21	0.34869285567150143
11102	22-23	0.08905424518061267
11102	24-25	0.2914026707708359
11102	26-27	0.23502181633049446
11102	28-29	0.423577031657274
11102	30-31	0.36290907320745447
11102	32-33	0.40135220901124313
11102	34-35	0.4148756202651356
11102	36-37	0.40055818010281996
11102	38-39	0.44848757258191796
11102	40-41	0.49364006175077435
11102	42-43	0.47907521488744464
11102	44-45	0.5436511549249801
11102	46-47	0.585140568305988
11102	48-49	0.5953712179137227
11102	50-51	0.5032727722924619
11102	52-53	0.48530782096818115
11102	54-55	0.6178646969312993
11102	56-57	0.5460986592763248
11102	58-59	0.8328845525136543
11102	60-61	0.6062440430164742
11102	62-63	0.717102952278438
11102	64-65	0.3714905326074529
11102	66-67	0.5406275075580567
11102	68-69	0.5280763056857722
11102	70-71	0.5568730893356673
11102	72-73	0.7427439299128622
11102	74-75	0.6156476071386479
11102	76	0.7486278213643587
11103	1	-0.006788961228750168
11103	2	0.21773828762423975
11103	3	-0.004872189383860359
11103	4	0.15577553787692722
11103	5	0.18785811690895216
11103	6	0.1355532010563607
11103	7	0.26202419784520714
11103	8	0.22928588371071612
11103	9	0.2448101703133716
11103	10-11	0.255029883290149
11103	12-13	0.3170856137870075
11103	14-15	0.392680674227627
11103	16-17	0.2996760643129477
11103	18-19	0.1561356779405898
11103	20-21	0.19162967261652852
11103	22-23	0.25000811689029234
11103	24-25	0.48243726886768457
11103	26-27	0.5047618232456017
11103	28-29	0.625099859035096
11103	30-31	0.479287735584748
11103	32-33	0.4870046721431933
11103	34-35	0.5349335718894324
11103	36-37	0.48260557866868226
11103	38-39	0.3532394554459728
11103	40-41	0.4733086726449969
11103	42-43	0.5947297940940359
11103	44-45	0.560598361144379
11103	46-47	0.6609564979423226
11103	48-49	0.6512134879259506
11103	50-51	0.6078355931560324
11103	52-53	0.7097414211116586
11103	54-55	0.4315323964101552
11103	56-57	0.6154454265950733
11103	58-59	0.40561886685573256
11103	60-61	0.510450674398605
11103	62-63	0.6575600960909256
11103	64-65	0.8702959296767574
11103	66-67	0.7568476108343205
11103	68-69	0.7318575877664699
11103	70-71	0.9297801609698197
11103	72-73	0.641355693528908
11103	74-75	0.8186798952553076
11103	76	1.1383700733734692
11104	1	0.19817205482082656
11104	2	0.13265572238312018
11104	3	0.11491281954918264
11104	4	0.14807405850515565
11104	5	0.03123645184948387
11104	6	0.06451868736525768
11104	7	0.3015052590458964
11104	8	0.2512204295458247
11104	9	0.3470000741056154
11104	10-11	0.2582928735796699
11104	12-13	0.24649214574786527
11104	14-15	0.15541493300928977
11104	16-17	0.17866042588067899
11104	18-19	0.2860114749997891
11104	20-21	0.2996251201283542
11104	22-23	0.19134437308549224
11104	24-25	0.08128662561381361
11104	26-27	0.06071388382584075
11104	28-29	0.3052950404244683
11104	30-31	0.4520671828573626
11104	32-33	0.4284231571887531
11104	34-35	0.2741877562166124
11104	36-37	0.2165447891222101
11104	38-39	0.42847885353078397
11104	40-41	0.37999174016811565
11104	42-43	0.42236670569444357
11104	44-45	0.3630081731381196
11104	46-47	0.18506429716778428
11104	48-49	0.3670037050227677
11104	50-51	0.650283137273739
11104	52-53	0.4074450314708713
11104	54-55	0.26052361741478336
11104	56-57	0.3643531625963021
11104	58-59	0.4730219391489996
11104	60-61	0.28029270897737746
11104	62-63	0.4248875105804828
11104	64-65	0.578766702701941
11104	66-67	0.487693660519561
11104	68-69	0.4351357760807062
11104	70-71	0.5963394994313873
11104	72-73	0.3867766513963673
11104	74-75	0.766602370570304
11104	76	0.6105821962925155
11105	1	-0.19336020620925964
11105	2	-0.08961736927747666
11105	3	-0.10421065712564825
11105	4	-0.08466833130428597
11105	5	0.0010953902839823115
11105	6	0.13021380904740454
11105	7	0.26444901828513423
11105	8	0.27595216986898663
11105	9	0.03705258607525508
11105	10-11	0.04596138625535673
11105	12-13	0.16083659190838517
11105	14-15	0.1327314536867945
11105	16-17	0.26468095261839153
11105	18-19	0.19695532984905384
11105	20-21	0.18978850295826533
11105	22-23	0.1304895091091467
11105	24-25	0.35160651470617665
11105	26-27	0.19249116394116328
11105	28-29	0.013167790830806325
11105	30-31	0.2456331795183715
11105	32-33	0.18608942670606865
11105	34-35	0.41394939306030665
11105	36-37	0.43674020131174984
11105	38-39	0.3298713301433338
11105	40-41	0.280100059255993
11105	42-43	0.3086812859221624
11105	44-45	0.3661593088324011
11105	46-47	0.07275709384883555
11105	48-49	0.27274662047661735
11105	50-51	0.45054204644691964
11105	52-53	0.48125605543283
11105	54-55	0.561468127464785
11105	56-57	0.3699728219308156
11105	58-59	0.5131477153354282
11105	60-61	0.6042507016419094
11105	62-63	0.43485563258601445
11105	64-65	0.7719899265411598
11105	66-67	0.6638388225538918
11105	68-69	0.7019544572396441
11105	70-71	0.5254051350455811
11105	72-73	0.6863384614657662
11105	74-75	0.5280776299745682
11105	76	0.6376980171758362
11106	1	0.3780884416797399
11106	2	0.03234738520928815
11106	3	-0.03844377623285311
11106	4	0.15015341417921846
11106	5	0.05351683019346254
11106	6	0.3136573183920959
11106	7	0.2518530984911109
11106	8	0.25458360903975574
11106	9	0.2834288493157473
11106	10-11	0.3349711714706842
11106	12-13	0.32004318048791447
11106	14-15	0.27372972222078573
11106	16-17	0.25103462211917815
11106	18-19	0.18171176248853982
11106	20-21	0.16196793400682452
11106	22-23	0.3770900881863284
11106	24-25	0.17015302015371958
11106	26-27	0.44158984669370227
11106	28-29	0.39611185961378936
11106	30-31	0.1669622823811494
11106	32-33	0.3831135032725399
11106	34-35	0.42200854757878403
11106	36-37	0.43293493988921483
11106	38-39	0.4090404066287263
11106	40-41	0.4300689421862458
11106	42-43	0.44159035438929095
11106	44-45	0.4350673150889932
11106	46-47	0.28541494907696574
11106	48-49	0.5804754463697535
11106	50-51	0.5715776081069706
11106	52-53	0.742774679860176
11106	54-55	0.6381805860024414
11106	56-57	0.6198371228938129
11106	58-59	0.44132401978135505
11106	60-61	0.7608862229833164
11106	62-63	0.48608993959970803
11106	64-65	0.54755882256066
11106	66-67	0.9059786779112144
11106	68-69	0.6270288912165682
11106	70-71	0.3778550227427715
11106	72-73	0.5285174980586902
11106	74-75	0.6316150857987992
11106	76	0.8752858968824917
11107	1	0.304126841855787
11107	2	0.09072518866053514
11107	3	0.12706941809697625
11107	4	0.1018542815757435
11107	5	0.18874449885899125
11107	6	0.3834946586205916
11107	7	0.31284592825766566
11107	8	0.24290768158564902
11107	9	0.3546690613052519
11107	10-11	0.20518261083545042
11107	12-13	0.4022560502317347
11107	14-15	0.1949800202164127
11107	16-17	0.4573246223025649
11107	18-19	0.31768487869766915
11107	20-21	0.3107356074402787
11107	22-23	0.15061340519867628
11107	24-25	0.3408513385414267
11107	26-27	0.3055057844171998
11107	28-29	0.49920551276520797
11107	30-31	0.510692454210016
11107	32-33	0.5032809309742134
11107	34-35	0.39296910212573266
11107	36-37	0.4446007813372006
11107	38-39	0.4177785555715303
11107	40-41	0.6466415586057508
11107	42-43	0.4460628352450797
11107	44-45	0.5782366440758864
11107	46-47	0.7020767916846324
11107	48-49	0.6055044489217494
11107	50-51	0.619192182035853
11107	52-53	0.8896129950964422
11107	54-55	0.5857785484277471
11107	56-57	0.8973102073565684
11107	58-59	0.7689997900934955
11107	60-61	0.5354858825829751
11107	62-63	0.5268413867940964
11107	64-65	0.7182952095960644
11107	66-67	0.8408509692990904
11107	68-69	0.5216314101642254
11107	70-71	0.5020509521722829
11107	72-73	0.573793584946614
11107	74-75	0.3975143089258779
11107	76	0.9607688963421559
11108	1	0.2884702110181969
11108	2	0.2401269106686854
11108	3	0.27398584354730104
11108	4	0.1656681424507589
11108	5	0.08319498651547619
11108	6	0.31729321685359935
11108	7	0.3882713601424683
11108	8	0.3513222909995406
11108	9	0.5296501634642183
11108	10-11	0.4584782099431095
11108	12-13	0.4071353806028739
11108	14-15	0.33798044426553275
11108	16-17	0.16306587859416766
11108	18-19	0.4412352760132521
11108	20-21	0.4266660265114268
11108	22-23	0.38419072041465796
11108	24-25	0.21096048509648568
11108	26-27	0.4771479607110152
11108	28-29	0.5252808460125067
11108	30-31	0.3459023585224088
11108	32-33	0.42498579278950643
11108	34-35	0.5121997295340606
11108	36-37	0.6695800398043517
11108	38-39	0.34176309261281546
11108	40-41	0.47894075906736333
11108	42-43	0.5814674704117806
11108	44-45	0.4507678956208281
11108	46-47	0.6080084060790085
11108	48-49	0.35671563917914995
11108	50-51	0.5698976527445154
11108	52-53	0.5781369704345565
11108	54-55	0.680409691445341
11108	56-57	0.8256976413714625
11108	58-59	1.0102516704894313
11108	60-61	0.9113069886583176
11108	62-63	0.5591358807837494
11108	64-65	0.7480290024558371
11108	66-67	1.0157645265449204
11108	68-69	0.8122259823542493
11108	70-71	0.8829050460911176
11108	72-73	0.9736732164849542
11108	74-75	0.5961753995717061
11108	76	0.6727381443269067
11109	1	0.21625087401778842
11109	2	0.17778966156107145
11109	3	0.12748261047339327
11109	4	0.12019481165317103
11109	5	0.16715798903171475
11109	6	-0.011167342570594485
11109	7	0.14042186631603215
11109	8	0.04216691327117417
11109	9	0.2964610505845897
11109	10-11	0.14014203608857656
11109	12-13	0.15489527000540448
11109	14-15	0.16864179806037072
11109	16-17	0.08511460145682292
11109	18-19	0.11516477744692111
11109	20-21	0.33600920779763044
11109	22-23	-0.02405343518250902
11109	24-25	0.19614466790413587
11109	26-27	0.2524310375440635
11109	28-29	0.3493041577920124
11109	30-31	0.3024844434893481
11109	32-33	0.2941944211469334
11109	34-35	0.48557258634253486
11109	36-37	0.4054554567392188
11109	38-39	0.3456746246602691
11109	40-41	0.1707201245451202
11109	42-43	0.31694643607211503
11109	44-45	0.2760743425813672
11109	46-47	0.27971450292909594
11109	48-49	0.38304347800698935
11109	50-51	0.2443765438671477
11109	52-53	0.2343553458519807
11109	54-55	0.3106442962538907
11109	56-57	0.33202076702013983
11109	58-59	0.48651571466134413
11109	60-61	0.251284933184003
11109	62-63	0.5482861546992481
11109	64-65	0.28772406532861794
